Output,thumb0_X,thumb0_Y,thumb0_Z,thumb1_X,thumb1_Y,thumb1_Z,thumb2_X,thumb2_Y,thumb2_Z,thumb3_X,thumb3_Y,thumb3_Z,index1_X,index1_Y,index1_Z,index2_X,index2_Y,index2_Z,index3_X,index3_Y,index3_Z,middle1_X,middle1_Y,middle1_Z,middle2_X,middle2_Y,middle2_Z,middle3_X,middle3_Y,middle3_Z,ring1_X,ring1_Y,ring1_Z,ring2_X,ring2_Y,ring2_Z,ring3_X,ring3_Y,ring3_Z,pinky0_X,pinky0_Y,pinky0_Z,pinky1_X,pinky1_Y,pinky1_Z,pinky2_X,pinky2_Y,pinky2_Z,pinky3_X,pinky3_Y,pinky3_Z,roothand_X,roothand_Y,roothand_Z,roothand_RotateX,roothand_RotateY,roothand_RotateZ,thumb0_RotateX,thumb0_RotateY,thumb0_RotateZ,thumb1_RotateX,thumb1_RotateY,thumb1_RotateZ,thumb2_RotateX,thumb2_RotateY,thumb2_RotateZ,thumb3_RotateX,thumb3_RotateY,thumb3_RotateZ,index1_RotateX,index1_RotateY,index1_RotateZ,index2_RotateX,index2_RotateY,index2_RotateZ,index3_RotateX,index3_RotateY,index3_RotateZ,middle1_RotateX,middle1_RotateY,middle1_RotateZ,middle2_RotateX,middle2_RotateY,middle2_RotateZ,middle3_RotateX,middle3_RotateY,middle3_RotateZ,ring1_RotateX,ring1_RotateY,ring1_RotateZ,ring2_RotateX,ring2_RotateY,ring2_RotateZ,ring3_RotateX,ring3_RotateY,ring3_RotateZ,pinky0_RotateX,pinky0_RotateY,pinky0_RotateZ,pinky1_RotateX,pinky1_RotateY,pinky1_RotateZ,pinky2_RotateX,pinky2_RotateY,pinky2_RotateZ,pinky3_RotateX,pinky3_RotateY,pinky3_RotateZ,
44,-0.01845928,0.01755404,0.00354147,-0.03051208,0.03957677,0.002239347,-0.06012623,0.05369925,-3.069639E-05,-0.09209029,0.06232727,0.008472443,-0.04958071,0.06867111,0.05363959,-0.08047976,0.07727933,0.07468653,-0.1047587,0.07558882,0.07121736,-0.04806033,0.05057788,0.06709778,-0.08307855,0.06233478,0.08992201,-0.1088387,0.05997229,0.07955813,-0.05072542,0.02994931,0.07024711,-0.07986771,0.0409416,0.09445131,-0.1057263,0.04324591,0.08748436,-0.02769507,-0.003500819,0.03225893,-0.05412476,0.008204103,0.06826931,-0.07313719,0.01516831,0.09184152,-0.09328134,0.01899779,0.0931316,0,0,0,302.3079,166.0304,73.19071,8.587056,189.7534,62.3721,43.93771,202.8862,36.60787,32.67318,204.5275,17.44912,41.96031,199.1821,353.6482,294.6556,184.1532,32.53888,291.8201,181.7818,349.3382,291.1556,190.451,319.9915,293.1254,171.9016,43.58306,291.7425,170.4022,346.7704,284.7086,179.938,310.0771,288.8074,161.2823,59.81369,286.0227,147.4867,18.09384,284.4842,133.6587,358.493,289.3528,101.9609,130.1138,283.0539,133.7731,97.15089,280.7426,93.14378,90.51142,286.1853,89.77109,69.6338,
45,-0.01070936,0.01178932,0.02019298,-0.01811971,0.03047681,0.03528675,-0.03645727,0.04870105,0.05561432,-0.05337274,0.06063628,0.08281478,-0.001512274,0.03177571,0.09507462,-0.0135168,0.02685285,0.1311784,-0.03613736,0.02398491,0.1403678,0.004422948,0.009996176,0.09617969,-0.01477371,0.00500083,0.1348058,-0.04263754,0.004608631,0.1349731,0.0009060502,-0.01011634,0.0911127,-0.01687366,-0.01566124,0.1258846,-0.04332729,-0.01320267,0.1299683,-0.005754724,-0.02060401,0.03690884,-0.006179258,-0.02909982,0.08229527,-0.02155228,-0.03069413,0.1092536,-0.04131514,-0.02637577,0.1128448,0,0,0,275.621,212.202,62.12239,344.5017,225.9006,50.4834,13.72479,237.3031,34.77959,2.153424,238.9261,20.45101,11.0952,235.4252,351.8073,278.731,309.0137,302.292,278.3563,329.0092,233.3931,281.3892,325.6616,205.9636,276.7351,344.8629,258.7863,277.6641,354.3394,186.0584,286.6889,351.9195,144.2144,281.206,17.13885,226.3304,285.5074,28.10789,159.9943,289.6565,30.07036,112.332,294.0799,64.69521,206.8116,286.2671,50.16585,190.5536,294.1411,38.96404,149.075,298.3159,46.15688,100.7967,
46,-0.02103525,0.01220417,0.008367181,-0.03796017,0.03056169,0.01128352,-0.06685913,0.04587746,0.0147301,-0.09643823,0.04924107,0.03152919,-0.0530417,0.05146456,0.0677433,-0.08640367,0.04373002,0.08503443,-0.1080346,0.03392458,0.07868481,-0.04472303,0.03369379,0.07895947,-0.08239448,0.03012609,0.1002569,-0.1061386,0.02070642,0.08911854,-0.04178607,0.01292515,0.08057016,-0.07438856,0.0114665,0.1027265,-0.09941971,0.006224632,0.09445131,-0.0193103,-0.01185036,0.03614682,-0.04027671,-0.008859158,0.07718033,-0.06630588,-0.006271362,0.09395546,-0.08673537,-0.00733614,0.09205341,0,0,0,298.9915,201.394,44.81617,7.997158,198.4123,47.51313,37.52248,210.6376,35.9567,26.97042,212.4783,6.339267,34.37676,205.9453,331.0761,296.6138,231.6515,333.2539,294.474,236.4969,285.6825,296.9645,241.3806,261.7419,292.3232,221.0642,347.5073,291.1048,223.3897,290.158,290.6033,245.6499,238.5836,286.8663,221.2099,352.6779,282.2426,228.1033,293.1233,278.9398,240.7744,243.3715,274.6474,115.8688,126.9764,281.1401,187.6884,25.53371,274.0235,222.2279,312.3825,272.7845,117.64,27.80251,
47,0.007517755,0.0224781,0.009982467,0.02071993,0.04367721,0.01285696,0.02411352,0.07543719,0.02069181,0.0247225,0.1044844,0.03870097,0.04860811,0.05691743,0.06669959,0.0461127,0.07929325,0.09776273,0.03149728,0.09872746,0.101377,0.03671609,0.04216564,0.07901898,0.04051967,0.06509352,0.1156972,0.02539612,0.08833528,0.1184672,0.01842855,0.03282654,0.08359119,0.02226149,0.05356205,0.1169272,0.01095371,0.07780731,0.1195384,-0.00841096,0.009854555,0.04064545,-0.002302036,0.02517617,0.08377561,0.0007877499,0.04368567,0.108544,-0.005089313,0.06297922,0.1124598,0,0,0,330.4266,129.4925,152.1368,337.965,207.1402,114.532,348.0065,241.214,80.84519,339.0072,233.7261,65.53061,348.5783,238.4145,48.39089,321.563,120.1471,131.8745,322.9446,116.8155,82.12648,319.8891,115.4833,60.8268,327.0497,119.6875,141.0056,327.7885,118.1356,80.31318,326.0602,109.1307,56.27601,331.2768,116.353,143.1706,334.7108,112.2334,86.02863,337.1048,108.7536,52.47974,346.0507,103.0708,160.0101,339.4451,113.2557,140.4946,340.945,104.3458,96.53298,346.3886,103.8442,69.72478,
48,-0.01945338,-0.004770279,0.01613206,-0.04302204,-0.008275986,0.02414393,-0.05906792,-0.02749252,0.0454711,-0.07690488,-0.0432694,0.06999412,-0.06624691,0.02536225,0.07084689,-0.07996684,0.0146718,0.105042,-0.08249234,-0.005605936,0.1187092,-0.0462407,0.03246546,0.07859913,-0.06328516,0.03867674,0.1180498,-0.07077028,0.02174091,0.1388758,-0.02605253,0.02863073,0.08310375,-0.03825319,0.04237533,0.1180062,-0.04814921,0.03188276,0.1406885,0.004163623,0.006611824,0.04193875,-0.005702734,0.02021646,0.08494863,-0.009328485,0.03334498,0.1128792,-0.01471424,0.02799082,0.1319694,0,0,0,7.21405,243.2214,21.42453,60.88608,184.1256,343.3442,50.18497,112.7804,245.8587,60.96542,123.569,251.9872,50.7443,112.1638,247.2039,11.40269,244.7834,343.4852,8.858466,246.3872,303.4043,10.46124,249.2866,284.9106,4.790053,247.3274,8.253162,3.353736,247.6606,322.4987,357.9699,252.4146,299.7385,358.3486,250.1181,20.40106,353.6845,249.1186,336.8749,350.1708,247.5207,308.6187,339.0969,250.3209,18.38383,348.6225,257.2215,25.52841,340.7241,259.662,343.9732,338.49,254.2608,325.2761,
49,-0.02135037,0.0007455349,0.01431921,-0.0452853,0.005154371,0.02061537,-0.06925464,-0.003478289,0.04141295,-0.08653969,-0.009790182,0.07021984,-0.05945888,0.0389843,0.07068273,-0.07976156,0.02144265,0.09810385,-0.0867774,-0.002025843,0.1001944,-0.03909133,0.03727293,0.0803282,-0.05769604,0.04057598,0.119423,-0.07251518,0.02386069,0.1360832,-0.02212846,0.02579951,0.08514336,-0.03046171,0.03665328,0.1221393,-0.04410332,0.02841997,0.1437873,0.002136678,-0.0005433559,0.0426034,-0.006385088,0.01036668,0.08665594,-0.006860361,0.0175817,0.1168775,-0.0137016,0.01218081,0.1354825,0,0,0,344.769,238.6942,24.74078,47.22401,205.8383,14.9668,74.28104,145.8045,284.3248,75.77246,191.2183,311.2968,72.52531,152.191,262.2719,349.899,238.7386,332.3262,347.7261,240.8147,282.322,350.2652,242.9186,262.6701,342.089,243.1379,4.585346,340.6805,243.5843,320.5342,335.7802,248.5389,300.8292,334.5268,249.4695,17.74535,329.9197,248.524,339.2692,326.8014,246.0847,317.8999,316.419,245.6762,19.03438,324.9743,259.4681,16.47085,317.8857,264.0697,339.2458,315.571,257.0939,329.0552,
50,-0.02312332,-0.0081141,0.007804275,-0.04757112,-0.01388478,0.006820738,-0.06504732,-0.03621936,0.02347443,-0.08350255,-0.05481172,0.0454329,-0.08790876,0.01090717,0.0469496,-0.1086541,-0.007991791,0.07310846,-0.1144642,-0.02937603,0.08375362,-0.07232112,0.01758432,0.06189075,-0.09732489,-0.001616478,0.09175017,-0.1012864,-0.02844048,0.09818015,-0.05446002,0.01399136,0.07240877,-0.07662465,-0.004522324,0.09927729,-0.08252431,-0.03049827,0.1028787,-0.01046951,0.0001008511,0.04135564,-0.03514034,0.006306648,0.0798929,-0.05417344,-0.009338379,0.09882966,-0.06074865,-0.02874708,0.1003086,0,0,0,5.331836,222.5998,12.13538,51.90345,160.1878,338.158,42.141,100.4628,246.3304,52.8391,108.7312,244.2156,41.89694,100.485,246.7127,9.38109,226.2177,330.0467,7.265593,228.3829,298.7304,9.060916,231.2807,287.5449,3.501321,228.3292,333.7033,2.504969,229.4235,285.5287,1.020652,236.0912,266.7261,357.8944,231.5995,331.9872,354.0311,234.5385,283.678,350.633,236.2984,256.7797,338.7556,234.3541,8.290461,347.9728,231.9861,329.0183,345.6203,240.2654,282.7815,340.0928,239.7713,263.9418,
51,-0.0111127,0.006088853,0.02238005,-0.02922177,0.009364009,0.03950602,-0.03869247,0.007104039,0.07091931,-0.04349661,0.01188338,0.1044234,-0.03757648,0.06433403,0.06708431,-0.03728934,0.07383907,0.1042515,-0.03167202,0.06272733,0.1254491,-0.01730298,0.07266295,0.06156901,-0.0200365,0.1004764,0.09480137,-0.01792699,0.1021577,0.1225376,0.003418475,0.07000315,0.05909806,0.001783386,0.1029602,0.08071047,0.001521721,0.1141897,0.1051306,0.01866663,0.02716982,0.02707881,0.02391732,0.06205523,0.05687374,0.02673933,0.09052217,0.0690099,0.02926129,0.103012,0.08512694,0,0,0,15.2371,274.0441,53.06354,82.51496,313.4966,90.09506,58.68807,79.72435,187.5981,67.40615,62.00423,158.6587,60.34026,81.55127,166.8642,20.15864,275.8295,15.30283,17.17016,275.8346,331.7657,17.17933,279.2941,315.6907,11.99143,275.5025,40.90675,10.61995,274.9988,3.51985,4.216448,274.8474,348.9692,5.485903,274.0709,57.07226,2.571501,270.5694,24.72043,2.049441,266.9106,4.959373,347.5908,265.3015,50.67356,355.785,273.3968,66.71866,348.7815,270.1589,38.29818,351.8451,265.4168,25.48664,
52,0.01207757,0.01300871,0.01861018,0.03098114,0.02215314,0.03243032,0.05599178,0.03761721,0.04715872,0.07493742,0.05439436,0.07013783,0.03328441,0.01264632,0.09371975,0.03079776,0.02360415,0.1304018,0.02863835,0.04766893,0.1349383,0.01154326,0.006855965,0.09586331,0.00889039,0.02282202,0.1361559,0.008094445,0.05051374,0.1391738,-0.008658178,0.009733796,0.09074673,-0.01102547,0.02546084,0.1268439,-0.008784853,0.05152214,0.1330326,-0.0200297,0.01000404,0.03631309,-0.02780128,0.01571858,0.08147088,-0.02821128,0.03003585,0.1090475,-0.02524379,0.04901636,0.116331,0,0,0,357.5187,96.00549,177.502,322.4657,161.2899,152.6961,307.89,192.7136,130.0371,308.7655,174.0522,128.3837,310.2367,190.0033,95.79175,352.9847,88.22376,163.2749,355.5048,86.66619,100.9138,353.0074,84.93674,67.34692,357.6917,87.14632,158.4079,358.7807,86.11006,96.31448,358.67,77.9183,62.39466,2.539671,85.14294,156.4784,6.653677,82.39293,102.5433,9.757382,79.8211,65.33485,20.17655,77.60553,172.4239,11.2469,83.22296,151.9812,13.99622,75.18665,107.8061,19.4305,75.81793,81.28246,
53,-0.01416819,0.01789761,0.01184788,-0.02620853,0.03964007,0.0156236,-0.04702219,0.06332135,0.02498254,-0.06549118,0.08682656,0.0415611,-0.01406418,0.07468486,0.06538758,-0.01966234,0.08949423,0.1003329,-0.04024449,0.08920598,0.1137736,-0.003859922,0.05831528,0.0771651,-0.01341067,0.07429576,0.1163933,-0.03974158,0.07179618,0.1251688,-0.002836049,0.03821397,0.08328459,-0.01372878,0.0513289,0.1188557,-0.03859325,0.05302835,0.1289247,-0.003732994,0.0004280806,0.04249457,-0.005290315,0.01639664,0.08579424,-0.01485151,0.02619314,0.1136911,-0.03281182,0.02941632,0.1231332,0,0,0,308.992,203.4442,70.80314,15.28549,225.5024,63.71722,34.88467,250.5548,61.37804,23.56194,246.3074,48.60603,34.24403,248.4996,37.5288,301.4207,217.6651,47.77085,298.9535,214.3593,358.6129,297.8463,220.5125,324.9276,298.6885,209.9886,50.05414,297.3696,208.4511,348.7485,290.0193,215.1924,312.6551,294.4299,202.0715,53.50424,291.1347,192.6125,10.09989,289.0892,182.895,347.6888,291.9026,154.367,112.0408,289.5482,181.7563,70.42398,282.8399,163.5515,44.90583,286.7253,147.9045,40.05165,
54,-0.002219424,0.01953745,0.01657692,-0.0001559108,0.04278517,0.02591762,-0.01415749,0.06399941,0.04678646,-0.02650359,0.07748795,0.07566693,0.02726519,0.05292213,0.08066621,0.002781674,0.06769478,0.1062426,-0.02127862,0.07265067,0.1052921,0.02598713,0.03150237,0.08776268,0.0005571395,0.04905021,0.1182723,-0.01515274,0.04775929,0.09529164,0.01528455,0.01346409,0.0893856,-0.005709708,0.03002775,0.1183827,-0.02134046,0.03396595,0.09687266,-0.004783258,-0.007129908,0.04178748,0.0009086877,-0.003205776,0.08744362,-0.009716392,0.009260774,0.1138503,-0.02174604,0.01794398,0.09963754,0,0,0,296.9971,145.8071,138.5522,341.1615,226.4421,77.72037,12.44311,246.876,41.34319,0.986434,247.2775,23.24476,10.73954,244.2179,2.478891,293.6849,154.2295,73.44926,292.2467,147.5291,32.17149,289.4978,152.5518,8.558991,293.9546,134.1478,95.52372,293.4849,130.4843,353.3242,284.6389,152.2473,257.3598,296.6692,121.1929,110.6823,297.1949,109.2509,18.6986,292.7188,105.2682,305.7525,313.2118,102.3112,172.8745,304.5742,107.5383,135.0116,305.2408,88.93925,47.09248,306.4057,81.75224,335.629,
55,-0.02217527,0.01249874,0.003670633,-0.04608755,0.01944757,0.0002241433,-0.07405604,0.02939653,0.01437959,-0.1003415,0.04581761,0.02879724,-0.0611044,0.07900739,-0.008676052,-0.0859722,0.1007681,0.01081452,-0.09888935,0.09934568,0.03168276,-0.04164334,0.08737969,-0.0008038282,-0.06483488,0.1199751,0.01608244,-0.07887669,0.1125345,0.03897443,-0.02597161,0.08692133,0.01322272,-0.04093288,0.1219616,0.02343461,-0.05907594,0.1224318,0.04326198,-0.0008730441,0.03774428,0.01986244,-0.01158302,0.08168948,0.02915743,-0.01831728,0.1115565,0.03446987,-0.0325221,0.1183197,0.04768351,0,0,0,20.47232,234.7836,77.55746,62.36794,318.4726,143.419,41.89275,10.30417,156.022,45.78545,354.4837,136.4578,43.40451,9.317245,134.2063,26.42995,238.1075,39.30303,23.68944,236.7857,356.3768,22.29766,240.0572,341.3889,15.99952,235.0727,51.3446,14.67807,234.3137,343.9783,7.370083,237.291,314.1085,8.767279,231.6732,64.00403,5.644766,227.6389,1.006876,2.722759,224.966,326.9895,358.3158,215.7351,72.1932,2.136492,225.7327,74.11601,354.6057,221.0433,19.30761,355.3094,215.6156,351.8024,
56,-0.01627977,0.01920021,0.005268395,-0.03384838,0.03679836,0.001578808,-0.06214014,0.0476656,0.01434886,-0.08825473,0.06348073,0.02972281,-0.02325384,0.09613979,0.01635879,-0.02013968,0.1314901,0.03093481,-0.03247432,0.1433386,0.04859364,-0.005562454,0.09193587,0.02978057,-0.006527185,0.1299394,0.05076259,-0.02556819,0.135775,0.07025516,0.003750339,0.08008766,0.04445881,0.001716956,0.113561,0.06522763,-0.01659007,0.123,0.08249825,0.006427303,0.02563727,0.03348625,0.009649321,0.06421578,0.05865765,0.00840041,0.09007692,0.07584089,-0.003729224,0.1000029,0.0891248,0,0,0,347.2033,220.3574,77.45641,45.52582,261.3489,92.29209,66.79491,329.5422,123.0052,62.42072,302.8489,92.09492,67.39135,324.8734,95.32568,340.7012,225.9081,77.5025,339.3317,223.0897,31.0049,336.6323,224.9905,7.876927,338.4582,221.7865,70.21091,337.4706,220.575,13.1031,330.4877,219.2532,351.9298,335.3551,217.0239,69.01042,333.004,212.3168,23.20963,332.0762,208.1865,0.5817035,327.0817,197.5354,84.3942,330.8528,209.0079,72.34397,323.9454,203.9158,36.69721,326.8906,198.1661,24.21957,
57,-0.01718014,0.01385343,0.01320449,-0.03329886,0.0323838,0.01856861,-0.06191769,0.04711521,0.02531722,-0.08884586,0.06676471,0.03288138,-0.02714263,0.06613529,0.07028916,-0.0260344,0.08346832,0.1044968,-0.03679542,0.08777273,0.1261771,-0.01346858,0.05154359,0.08082005,-0.01324263,0.06931961,0.1204359,-0.02763356,0.07268679,0.1440608,-0.008177534,0.03175461,0.08561221,-0.008075878,0.04651833,0.1221905,-0.01968582,0.05225694,0.1457446,-0.002508163,-0.00289464,0.0424881,-0.006043181,0.009789348,0.08674756,-0.006988585,0.01862586,0.1165241,-0.01674007,0.02097356,0.1344549,0,0,0,312.0862,218.8745,52.29267,21.02286,223.1909,52.1567,52.93821,234.8256,48.008,40.40413,232.4149,49.01563,51.92934,236.9462,55.70621,308.304,231.9766,46.79492,305.7581,229.3058,17.43395,303.3863,233.545,1.843616,304.1741,228.9593,46.78661,302.8712,227.7949,12.86394,297.0995,225.2053,5.710007,299.4316,224.485,49.61277,296.365,217.5998,28.73359,296.6564,209.5108,20.67548,286.3426,188.512,77.43417,291.2881,218.6083,51.55926,283.782,213.4964,28.66329,286.8762,195.6646,35.00034,
58,-0.02086571,0.01501608,-0.0007567406,-0.04065086,0.02730072,-0.01022238,-0.07309951,0.03242934,-0.008680284,-0.1051136,0.04342806,-0.003929436,-0.04690883,0.08856833,-0.002527833,-0.05332366,0.1258045,0.004115105,-0.07074592,0.1384937,0.0159393,-0.03208648,0.09017456,0.014458,-0.04165493,0.1307184,0.02670968,-0.06364624,0.139815,0.04120809,-0.02381422,0.08246708,0.03219849,-0.03391196,0.1183289,0.04515654,-0.05462439,0.1305808,0.05713159,-0.00684987,0.02955449,0.02999204,-0.01779395,0.06999218,0.04941624,-0.02571024,0.09793651,0.06046468,-0.03976344,0.1097251,0.06971955,0,0,0,0.8051001,209.1676,70.28179,60.33554,254.9015,99.1225,63.2492,344.4684,159.7295,66.53378,316.9201,126.096,65.2124,341.9983,129.2135,357.0844,214.1498,76.37428,355.6411,211.5313,31.17514,352.8611,213.2692,11.81956,352.3583,211.528,70.40462,351.3842,210.3964,19.27877,344.9734,208.4319,2.112408,349.1456,207.3274,67.77586,346.8062,203.1396,27.91499,346.4579,199.3456,8.334019,337.4124,191.627,71.52457,344.8739,200.6157,68.6769,337.9099,196.8482,38.26044,341.0751,191.9169,28.00152,
59,-0.0160996,0.01821816,0.008386672,-0.02607986,0.04105163,0.01170146,-0.052679,0.05904961,0.01878333,-0.0803872,0.06698513,0.03716075,-0.03549086,0.06386626,0.06864887,-0.06983702,0.06884158,0.08500171,-0.09116048,0.06598425,0.07310605,-0.03396049,0.04397309,0.07926583,-0.06587033,0.05533445,0.1064343,-0.09229006,0.05588055,0.09758711,-0.03813633,0.02336872,0.08002633,-0.0618863,0.03336406,0.1098923,-0.08797014,0.03858435,0.1060326,-0.02349053,-0.005961299,0.03510791,-0.0438066,0.002450705,0.0757131,-0.05893144,0.008676648,0.1021346,-0.07853973,0.01461124,0.1036875,0,0,0,296.0563,161.3852,87.44555,359.7361,197.7986,65.27318,30.26458,217.3381,39.31738,19.30387,218.3498,14.2398,27.99617,213.3275,346.9279,287.1961,180.4606,26.01762,284.2929,178.188,331.9146,284.7567,190.8687,296.2217,287.4778,160.9864,60.59739,286.3343,157.6503,3.996114,278.7036,158.8136,335.0572,284.6788,141.8093,89.70818,284.5427,121.8367,50.66368,285.1999,106.5927,31.55556,293.6136,88.48616,152.9576,285.3756,108.2573,130.9179,287.5073,77.56168,106.2228,292.939,78.4485,76.4598,
60,-0.005792215,0.02397013,0.007301718,-0.005878642,0.04910815,0.007493466,-0.0186646,0.07865,0.01423094,-0.03485774,0.09910035,0.03632191,0.009217083,0.08073819,0.05871597,-0.00514327,0.1028135,0.08661374,-0.02857134,0.1098762,0.08424607,0.006565109,0.06334376,0.0729005,-0.00934051,0.08958399,0.1036236,-0.03490077,0.09538507,0.09415814,-0.004147902,0.04630291,0.07901594,-0.01614402,0.06906915,0.1089114,-0.03948554,0.0798341,0.10105,-0.01352794,0.008192062,0.03962061,-0.01769853,0.02892578,0.08066943,-0.02535407,0.04670441,0.1049786,-0.04165573,0.05870342,0.101458,0,0,0,314.6576,152.4848,115.6114,359.7359,212.2098,89.60144,15.52847,242.3951,68.79594,5.768981,238.0839,36.96412,14.44367,237.2442,357.9438,305.1299,153.3449,89.524,304.4473,148.2999,30.5232,301.9959,151.6597,355.7859,307.3837,145.6665,95.54231,306.9545,143.2457,20.25932,298.0561,140.0222,338.4553,307.3651,135.8885,108.0101,308.0292,127.4108,40.54762,306.4937,120.849,356.6284,317.2252,111.8988,142.2919,311.6125,124.2734,120.5117,310.3919,110.0748,64.3234,314.1332,104.7488,23.05035,
61,-0.01440811,0.01317644,0.01667759,-0.02689701,0.03246164,0.02678183,-0.04680139,0.05157399,0.04457864,-0.06381968,0.06485081,0.07101491,-0.01493287,0.0514946,0.0845277,-0.02723879,0.05937099,0.1199357,-0.04633421,0.05796003,0.1352927,-0.004190743,0.03268576,0.09085515,-0.01565564,0.0386219,0.1322416,-0.03806001,0.03615856,0.1485545,-0.002599299,0.01174259,0.09073934,-0.01162827,0.01365137,0.1290263,-0.03358251,0.01227093,0.1444,-0.003147721,-0.01225019,0.04067197,-0.004487813,-0.00986433,0.08669475,-0.01231158,-0.01044536,0.116712,-0.03033257,-0.01101875,0.1264949,0,0,0,295.0202,220.9187,51.08624,4.032393,223.8282,50.37739,27.59175,243.7682,41.05262,16.08631,244.2234,23.8834,26.34571,241.054,8.228014,297.7459,227.2919,26.21195,294.8,225.9646,352.1241,293.8944,233.6447,327.0668,289.7551,231.8804,23.89664,288.2928,231.6555,343.6167,281.9936,242.9479,312.6204,281.7794,243.274,13.73536,277.0743,239.5217,335.3145,273.8269,216.5796,329.8918,278.1834,109.4314,158.704,272.4599,281.236,334.1345,277.9129,16.88691,191.7173,279.4606,52.64549,134.0057,
62,-0.01673073,0.01539588,0.01193351,-0.02977078,0.03613734,0.0173856,-0.05768916,0.05204463,0.02414709,-0.0843558,0.07034326,0.03504789,-0.02921911,0.06008506,0.074536,-0.0335557,0.07757878,0.1083349,-0.0439273,0.08650517,0.1287117,-0.02137354,0.04149079,0.08463016,-0.03326951,0.05441356,0.1242661,-0.04863539,0.0603044,0.1467009,-0.02120598,0.02058291,0.08663091,-0.03139758,0.0270853,0.1241131,-0.04396065,0.03081751,0.1475328,-0.01261447,-0.008092046,0.03986958,-0.0236312,-0.001200557,0.08410439,-0.03110838,-0.002020597,0.1142043,-0.04248859,-0.003642321,0.131194,0,0,0,297.9893,197.4154,63.28247,6.138428,211.7693,56.21696,40.18401,221.4998,39.35447,27.8039,221.803,37.31107,39.72221,222.304,40.79105,300.4702,201.9287,64.24323,298.5443,197.1599,49.55796,295.1777,198.6225,40.14304,292.1528,203.2064,52.23316,290.9547,201.1428,36.29971,286.7581,190.0248,41.62859,282.5127,205.8226,49.64693,279.981,188.8533,53.35564,282.1689,174.1502,56.50885,283.314,115.703,139.5437,271.6118,326.0278,290.0143,278.0839,22.24116,214.209,276.9531,65.47382,165.2168,
63,-0.01437671,0.01583052,0.01421472,-0.02580427,0.03694582,0.02153152,-0.0545463,0.04933262,0.03146401,-0.08174379,0.0657196,0.04397556,-0.01654893,0.06025982,0.07819524,-0.01421691,0.07583642,0.1131112,-0.02119426,0.08370662,0.1352886,-0.008047715,0.04130387,0.08700457,-0.01084709,0.05240583,0.1288188,-0.01816587,0.05827355,0.1550131,-0.008342072,0.02038264,0.08884385,-0.01024236,0.02553678,0.1278423,-0.01242751,0.02886391,0.1543829,-0.007283241,-0.008075714,0.04118159,-0.0118569,-0.001277924,0.08655176,-0.01534943,-0.005456924,0.1170956,-0.01891384,-0.00979948,0.1368244,0,0,0,296.8795,202.033,67.00565,4.597676,219.8178,57.56395,43.90604,222.1472,31.57379,31.44625,224.2596,34.25031,44.1131,224.9058,50.25196,296.4998,210.594,65.69921,294.6544,205.0142,50.23366,291.2774,206.6099,40.88825,288.1445,212.2322,55.31699,287.003,209.5171,46.15245,283.9153,194.3852,60.19057,279.2709,213.2437,54.32425,277.3437,189.4817,75.92335,280.4938,179.9098,79.8681,284.8757,118.3717,144.9599,277.8765,4.173057,259.4024,283.9821,19.31302,241.1795,279.3674,35.68439,225.4091,
64,-0.01610887,0.01373899,0.01452923,-0.03740929,0.02470064,0.02201998,-0.05431797,0.0358969,0.04784513,-0.06347525,0.05345321,0.07564253,-0.03959163,0.08550155,0.03378749,-0.05135055,0.09467542,0.06906873,-0.05445264,0.08070958,0.08901334,-0.01725756,0.08819664,0.03555429,-0.02549377,0.1209821,0.0626986,-0.03358229,0.120819,0.08931971,0.001430482,0.08123815,0.0421499,0.001814604,0.1168298,0.05900627,-0.00710392,0.1215419,0.08387595,0.01462954,0.02946246,0.02705795,0.01839721,0.0693897,0.04980022,0.02774465,0.09778011,0.0581181,0.02560112,0.1078061,0.0758853,0,0,0,3.114885,253.6414,67.73569,63.76966,299.2229,98.85151,58.77192,20.04101,138.876,58.01946,357.8798,103.7685,61.26616,17.2526,100.7706,12.22757,254.6317,14.18576,9.249742,254.6893,324.7958,9.671802,258.0148,308.3876,0.5807792,253.7923,49.13649,359.2695,253.1035,359.6644,352.3983,253.5342,340.0144,351.2661,252.3825,66.11012,348.4696,248.1866,10.32282,346.3367,244.8701,341.3617,338.8842,237.4337,68.17861,337.9362,251.4578,80.88755,331.3371,245.2872,33.85014,333.6776,239.6689,13.05469,
