Output,thumb0_X,thumb0_Y,thumb0_Z,thumb1_X,thumb1_Y,thumb1_Z,thumb2_X,thumb2_Y,thumb2_Z,thumb3_X,thumb3_Y,thumb3_Z,index1_X,index1_Y,index1_Z,index2_X,index2_Y,index2_Z,index3_X,index3_Y,index3_Z,middle1_X,middle1_Y,middle1_Z,middle2_X,middle2_Y,middle2_Z,middle3_X,middle3_Y,middle3_Z,ring1_X,ring1_Y,ring1_Z,ring2_X,ring2_Y,ring2_Z,ring3_X,ring3_Y,ring3_Z,pinky0_X,pinky0_Y,pinky0_Z,pinky1_X,pinky1_Y,pinky1_Z,pinky2_X,pinky2_Y,pinky2_Z,pinky3_X,pinky3_Y,pinky3_Z,roothand_X,roothand_Y,roothand_Z,roothand_RotateX,roothand_RotateY,roothand_RotateZ,thumb0_RotateX,thumb0_RotateY,thumb0_RotateZ,thumb1_RotateX,thumb1_RotateY,thumb1_RotateZ,thumb2_RotateX,thumb2_RotateY,thumb2_RotateZ,thumb3_RotateX,thumb3_RotateY,thumb3_RotateZ,index1_RotateX,index1_RotateY,index1_RotateZ,index2_RotateX,index2_RotateY,index2_RotateZ,index3_RotateX,index3_RotateY,index3_RotateZ,middle1_RotateX,middle1_RotateY,middle1_RotateZ,middle2_RotateX,middle2_RotateY,middle2_RotateZ,middle3_RotateX,middle3_RotateY,middle3_RotateZ,ring1_RotateX,ring1_RotateY,ring1_RotateZ,ring2_RotateX,ring2_RotateY,ring2_RotateZ,ring3_RotateX,ring3_RotateY,ring3_RotateZ,pinky0_RotateX,pinky0_RotateY,pinky0_RotateZ,pinky1_RotateX,pinky1_RotateY,pinky1_RotateZ,pinky2_RotateX,pinky2_RotateY,pinky2_RotateZ,pinky3_RotateX,pinky3_RotateY,pinky3_RotateZ,
118,-0.01881023,0.01484632,0.009225816,-0.03403836,0.03465486,0.01161405,-0.06588124,0.0423764,0.01376054,-0.09770204,0.05311382,0.01983657,-0.03933625,0.06450903,0.06565699,-0.0483603,0.08529198,0.09654114,-0.0635369,0.09407938,0.1137142,-0.03045459,0.04797053,0.07817873,-0.04311794,0.06603158,0.1155011,-0.06241962,0.0722965,0.1345361,-0.02847447,0.02751672,0.08252457,-0.04088499,0.03890598,0.118124,-0.05903904,0.04377234,0.1372811,-0.0143113,-0.004996419,0.03980467,-0.02870239,0.005455494,0.08233979,-0.0384018,0.009742618,0.1114968,-0.05100521,0.0104624,0.1276654,0,0,0,305.7274,199.3146,57.11936,14.36302,208.1239,54.55524,54.98764,204.0605,24.19551,43.00314,208.8161,25.48061,54.62154,205.2018,24.87743,309.2766,201.5424,58.98957,307.1276,198.1028,36.37937,304.0121,200.564,26.08047,301.469,202.7786,52.94187,300.2586,201.2641,26.54163,295.1093,195.3969,23.30718,292.6131,204.2889,48.77309,289.6095,195.3728,32.70358,290.2398,184.9031,27.34523,283.4346,148.2668,102.6967,280.9699,205.5628,46.56464,273.6835,199.0145,33.10338,278.1043,162.023,61.20604,
119,-0.01880719,0.01161397,0.01306745,-0.0328723,0.03016543,0.02244821,-0.06228516,0.04131413,0.03187075,-0.09130222,0.05123401,0.04685023,-0.0430098,0.03484082,0.08340189,-0.07030685,0.04110837,0.1095321,-0.09308465,0.0423789,0.1185885,-0.03690435,0.01366973,0.08827105,-0.06206656,0.01349998,0.1235748,-0.08369987,0.01249933,0.1410429,-0.03684907,-0.006788015,0.08351251,-0.05794935,-0.01366043,0.1160487,-0.07719324,-0.01788342,0.1342719,-0.01955244,-0.019642,0.03234324,-0.03850956,-0.02652943,0.07380131,-0.05598458,-0.03626668,0.09751621,-0.07194745,-0.04242778,0.1088306,0,0,0,280.0495,202.7387,46.66801,349.0926,201.4926,48.82733,24.06874,207.0418,21.83052,12.52765,211.1744,17.32223,23.67556,207.0911,17.35981,288.4688,193.9715,31.10052,285.5706,190.9639,11.11729,283.5795,202.04,351.2418,276.3634,236.533,357.9758,275.0913,242.7424,336.0933,272.2429,326.7874,248.6161,280.0636,330.0979,266.985,281.4145,351.3291,232.6638,280.0422,8.943007,205.3196,289.2148,39.7284,207.0054,291.0979,354.6627,240.679,298.0583,359.1173,219.683,294.8898,9.589712,206.5306,
120,-0.01928279,0.01640677,0.004283428,-0.03412108,0.0364449,0.001406908,-0.06512907,0.04392374,0.009202361,-0.09371647,0.0497818,0.02690041,-0.04445165,0.07551754,0.04838115,-0.08084568,0.07618439,0.06030726,-0.1021164,0.06528318,0.05472314,-0.03745599,0.06141222,0.06454581,-0.07761344,0.06693566,0.07992077,-0.1025868,0.05697954,0.07275569,-0.03653461,0.04204905,0.07263184,-0.07384393,0.04647708,0.0844413,-0.09704909,0.0385139,0.07356232,-0.01870589,0.002312303,0.03819597,-0.03735743,0.02031243,0.07632339,-0.06465012,0.02828503,0.0887385,-0.08504038,0.0278877,0.08653212,0,0,0,315.4296,188.8053,62.49092,23.1457,203.5497,60.25512,60.84652,218.9045,27.87499,49.57632,223.564,15.34952,60.45118,215.2297,10.63505,315.2499,197.1549,1.404361,312.3524,198.2304,318.7577,313.1713,203.0667,303.5875,310.1312,192.1855,11.40088,308.6791,192.5911,325.0695,303.8163,199.3984,306.0789,304.6414,188.1382,11.40826,299.7911,187.7517,323.3293,296.2224,185.2926,302.6388,292.9782,154.1553,89.79618,297.4225,173.6316,33.91469,289.5917,176.9435,356.6894,289.5892,160.1896,0.7346612,
121,-0.02013707,0.01006818,0.0123485,-0.03752393,0.02686512,0.01909652,-0.06788778,0.02797818,0.03154621,-0.09596267,0.02691221,0.05092248,-0.0446135,0.04339719,0.07839581,-0.07193686,0.03880715,0.1048451,-0.094164,0.03075361,0.1114449,-0.03344145,0.02575266,0.08694276,-0.06503736,0.02083254,0.1162175,-0.09052059,0.01330924,0.1244722,-0.02891292,0.005244255,0.08668801,-0.05949511,-0.0003379583,0.1108671,-0.08450305,-0.006075382,0.1187367,-0.01235163,-0.01523328,0.0378097,-0.02652834,-0.01610827,0.08167127,-0.05157539,-0.0181185,0.09986994,-0.07078375,-0.02136266,0.1062967,0,0,0,298.1049,220.411,33.66031,6.361972,206.9739,42.32833,44.30167,204.1914,2.715032,34.71072,213.3716,357.8224,43.94449,203.2932,356.7839,299.5113,236.3812,345.9205,296.9293,239.6769,313.5742,298.0881,246.6457,298.3899,293.8694,237.776,343.7123,292.7417,240.0186,315.6165,289.312,251.6195,300.9039,288.3368,243.9268,333.2217,284.8694,252.979,303.5839,281.4239,249.3419,296.7721,271.1392,359.0415,253.0513,278.7596,240.9226,334.821,279.0999,288.8178,269.6855,273.4684,290.2327,265.2542,
122,-0.01073466,0.02206349,0.007571131,-0.01728304,0.04629171,0.007268488,-0.04188153,0.06790459,0.009716868,-0.06425437,0.09325874,0.01434296,-0.004113913,0.08351266,0.05502984,0.002833232,0.1129073,0.07858625,-0.001493558,0.1317977,0.09364906,-0.0002375394,0.0668751,0.06977281,0.006768242,0.09278524,0.1038185,-0.001449689,0.1095208,0.1244707,-0.005240679,0.04808307,0.07770988,-0.001012787,0.06761324,0.1116475,-0.007795379,0.08220565,0.1331253,-0.009679779,0.006728768,0.04092941,-0.01346967,0.02799642,0.08165905,-0.01497635,0.03811157,0.1109507,-0.02351104,0.04509723,0.1282466,0,0,0,312.8001,176.4378,93.95366,10.286,219.4737,78.83071,43.51436,241.7933,65.17866,32.01104,235.6114,61.17673,42.64702,242.898,71.54255,321.2286,180.4439,100.1717,321.0035,176.5585,82.0029,317.8254,174.7747,76.91604,307.9543,174.5024,103.6558,307.7964,172.1779,78.95426,306.936,162.6966,78.13295,301.7924,164.2171,109.736,303.0803,156.5192,94.99503,306.4456,154.201,81.89852,305.6392,131.1593,127.6643,293.1271,140.9049,123.8953,293.0704,121.9878,119.6523,298.2241,127.1135,104.5358,
123,-0.01598534,0.01019681,0.01731613,-0.0369291,0.0201571,0.02691448,-0.05360396,0.01874065,0.05516583,-0.06965342,0.02211726,0.08509555,-0.03589232,0.07501769,0.05571064,-0.04344049,0.09910607,0.08451983,-0.05077936,0.1009636,0.1078683,-0.01356487,0.07536769,0.0589599,-0.01912315,0.1009436,0.09352151,-0.0276989,0.0981586,0.1198433,0.004247531,0.06539559,0.06390351,0.003600061,0.09300494,0.09198138,-0.005085573,0.09574437,0.1172262,0.01494665,0.0192591,0.03492668,0.01997533,0.0505836,0.06837916,0.02668796,0.07519794,0.08603331,0.02529602,0.08381295,0.1045976,0,0,0,354.1247,251.3486,52.98714,62.72332,261.597,59.98465,77.31116,70.50584,191.326,83.66689,358.1813,116.2439,77.61402,68.07705,186.6592,357.5791,253.3586,39.00863,354.8238,252.1572,4.357534,352.9567,255.0052,353.0362,350.0678,253.5135,36.79205,348.6537,253.1108,354.1404,342.3846,254.0198,340.1667,343.7597,252.0394,46.90089,340.0968,248.8846,6.232724,338.3518,245.3661,346.1041,326.7453,241.1664,54.33739,333.8881,251.1178,62.07075,326.4986,247.8746,30.24166,328.8969,241.9186,17.86311,
124,-0.01809968,0.0104301,0.0149321,-0.0401587,0.02037573,0.02160013,-0.06607188,0.02103996,0.04175609,-0.094041,0.0263586,0.06057671,-0.04318094,0.07593584,0.04887456,-0.05678634,0.0991714,0.07611796,-0.06742455,0.104737,0.09752622,-0.02143371,0.07662916,0.05485561,-0.03436369,0.097435,0.09062502,-0.04625814,0.09498,0.1156575,-0.004287496,0.06699228,0.06222478,-0.01182325,0.0879941,0.09467766,-0.02383098,0.0874896,0.1186736,0.01032625,0.0202868,0.03600001,0.01089033,0.05248141,0.06899652,0.01112734,0.07171106,0.09334311,0.003794447,0.07367635,0.1123997,0,0,0,355.2167,244.1167,54.10954,63.56857,257.0655,62.89441,77.16759,32.77999,174.7734,80.35641,325.7362,111.5196,76.29241,26.036,178.1548,1.092113,244.2958,37.35254,358.2816,243.1761,13.11181,355.9475,245.6872,4.521264,351.8721,245.6452,28.9983,350.4349,245.4401,354.8663,344.5181,246.1422,344.8735,343.3153,246.0363,33.82827,339.1967,243.8255,358.848,337.2661,240.465,341.8386,328.0214,233.4616,55.40786,331.7,245.3909,44.74327,323.5934,244.8832,6.836947,323.9037,237.9666,356.8298,
125,-0.007699117,0.02203941,0.01069316,-0.007060423,0.04601824,0.01808104,-0.01592052,0.07606876,0.0279129,-0.03309931,0.09955454,0.04574782,-0.01591974,0.06136858,0.07745999,-0.03839728,0.08330894,0.09938228,-0.05764548,0.09795892,0.1035468,-0.025278,0.04172277,0.08343148,-0.05369718,0.06053627,0.1102256,-0.07589291,0.07499576,0.1187346,-0.03811909,0.02565861,0.07916343,-0.06862605,0.03953695,0.09984615,-0.09072851,0.0509249,0.1099477,-0.02976422,0.0003318787,0.03046593,-0.05146395,0.01080966,0.06977141,-0.07972763,0.0225451,0.07487333,-0.09897526,0.02937531,0.07678816,0,0,0,308.6654,107.6248,139.568,342.817,185.3443,89.88196,354.261,214.7856,66.89404,343.9592,210.2492,45.7276,354.7967,211.5693,34.18294,306.6838,114.0087,106.5018,306.837,108.9648,84.5834,303.7639,106.5536,74.21395,302.8231,91.62386,126.8136,303.2392,89.12733,108.5384,305.316,79.72337,109.3021,303.2827,69.13857,140.0479,306.2631,64.26428,134.1606,309.5507,66.39659,122.3387,322.5475,71.39201,163.3682,311.7003,37.52967,145.3475,313.0656,27.87867,150.8159,315.9323,34.80944,146.5086,
126,-0.0203017,0.00882709,0.01301065,-0.04414032,0.01487458,0.01802319,-0.06478333,0.0166508,0.04349688,-0.08194536,0.02508426,0.07176554,-0.05958904,0.07246602,0.03489152,-0.0766246,0.09611678,0.0597437,-0.08749916,0.101115,0.08117315,-0.03865366,0.07882524,0.04041103,-0.05554648,0.1050212,0.07054263,-0.06731942,0.1071894,0.09565902,-0.02006932,0.07452798,0.04920441,-0.03284644,0.1000998,0.0762949,-0.04496005,0.1051552,0.09970316,0.004804492,0.02809763,0.03164852,-0.002361745,0.06502295,0.05830836,-0.011141,0.08617759,0.07923651,-0.0197704,0.09181428,0.09697217,0,0,0,10.8449,243.8375,58.03749,76.0187,286.3018,94.29764,60.27351,45.53551,173.7368,66.52648,22.77676,141.6573,61.73909,46.39662,156.6021,13.76218,246.6546,39.47183,10.99798,245.4108,11.97286,8.717516,247.9924,3.189609,6.527586,245.7014,37.45867,5.138154,245.2885,4.487175,359.2498,244.963,355.2458,359.5367,244.3537,40.49033,355.8073,241.833,10.88773,354.7134,238.3584,355.1876,344.107,232.5737,56.3816,351.8545,239.5751,43.53501,344.2354,239.4272,16.58922,345.5229,233.7749,7.49975,
127,-0.01931418,0.008476615,0.01464453,-0.04282849,0.01318824,0.02205104,-0.05841829,0.0202378,0.05007705,-0.06808096,0.03523493,0.07917157,-0.06101048,0.07080114,0.03583995,-0.07327795,0.08583558,0.06886533,-0.07798718,0.0820502,0.09265509,-0.0401862,0.07917416,0.03817204,-0.05481696,0.09345233,0.07640281,-0.06034961,0.08348548,0.1017837,-0.02040502,0.07709706,0.04492173,-0.03370711,0.0888561,0.08007619,-0.04159331,0.07790172,0.1032722,0.006079882,0.03119779,0.02835354,-0.001015067,0.06981313,0.05252162,-0.01427071,0.076671,0.07972172,-0.02226426,0.06662261,0.09571931,0,0,0,16.98783,251.515,61.09187,76.98564,321.7126,123.5403,51.5416,44.84752,159.8064,55.43776,26.38309,129.2317,53.67084,45.46248,136.9967,16.86746,257.0566,24.21408,13.89362,256.5902,350.8585,12.63826,259.8798,344.1503,12.34411,253.4362,19.70255,10.87932,253.4738,338.6063,5.401688,255.7756,329.3409,6.31897,251.2592,17.48182,1.651049,250.4845,335.8991,358.6371,248.393,317.6983,350.7262,239.1476,58.0669,359.3414,243.869,12.77079,352.0969,247.9235,330.36,348.7679,243.4122,313.0816,
128,-0.01212324,0.01898658,0.01232439,-0.01849905,0.04233325,0.01897743,-0.04314467,0.06136882,0.02939075,-0.06724119,0.07851279,0.04642639,-0.01574406,0.06053793,0.07814643,-0.02092636,0.07654011,0.1125598,-0.03522925,0.08656371,0.1298054,-0.01503384,0.03971684,0.08681664,-0.03235017,0.0526458,0.1244,-0.05547093,0.06052077,0.1377247,-0.02156699,0.01975489,0.0867345,-0.0415618,0.02781487,0.1196937,-0.06279524,0.034971,0.1344644,-0.01809429,-0.006600022,0.03798983,-0.03041159,0.0001273155,0.08190569,-0.04946823,0.00457859,0.105981,-0.06682605,0.008615494,0.1161397,0,0,0,294.1376,153.4237,106.7599,352.6214,207.0638,69.70879,26.04123,223.2482,40.18236,14.0457,223.6163,31.18595,25.9311,222.6346,33.97887,294.9948,161.9418,98.61925,294.7979,154.7859,76.8274,291.5652,152.2961,67.04211,287.6371,144.5934,100.1782,287.4218,139.8294,70.97051,286.2717,119.0426,79.54879,284.4255,113.1272,124.765,286.9651,99.90531,113.9585,290.5705,99.36058,99.80852,300.5612,88.79194,163.3288,289.6127,75.64265,154.6961,293.3026,58.11417,150.1666,296.6928,68.76595,133.8634,
129,-0.01496695,0.007126331,0.01961023,-0.03224687,0.02001619,0.03246468,-0.05674009,0.01546383,0.05385518,-0.08101128,0.01515913,0.07784671,-0.01825539,0.04714203,0.08639425,-0.01776454,0.05426836,0.1240264,-0.03100814,0.04366684,0.1417655,0.00063546,0.03532505,0.08995724,-0.01613887,0.02542138,0.1286878,-0.03368624,0.007757187,0.1162702,0.01111449,0.01713657,0.08922487,-0.007921249,0.004776478,0.1214107,-0.02902979,-0.009536743,0.1130556,0.01085819,-0.008934498,0.0402053,0.01802874,-0.003466606,0.08541888,0.006021842,-0.0093472,0.113416,-0.01233022,-0.01798081,0.1164903,0,0,0,317.8796,251.2,29.98301,24.76777,232.6741,34.44269,59.71472,207.2623,344.0434,51.37918,224.0281,359.1811,60.48555,209.6948,352.9932,318.5964,261.1365,14.36118,315.6219,261.1998,322.8214,316.3297,265.5497,296.3121,313.929,260.6808,340.7749,312.8144,262.2237,249.0923,317.3822,272.2791,204.8374,307.8803,264.5428,329.261,304.335,271.0304,251.0093,302.9536,277.6964,212.3636,289.1732,258.9296,21.16178,297.4198,268.6326,335.6949,295.1435,288.192,262.1295,289.8551,292.6194,239.2854,
130,-0.0209341,0.01184392,0.008991182,-0.03859599,0.02947664,0.01165885,-0.07033122,0.03189468,0.01973504,-0.1002013,0.03199911,0.03624403,-0.05020015,0.0549202,0.06695765,-0.08469042,0.05206084,0.08337247,-0.1060919,0.04078722,0.07920724,-0.0399663,0.03879833,0.07898074,-0.06975622,0.04461837,0.1099358,-0.0963538,0.03648996,0.1107295,-0.0356857,0.01849461,0.08223599,-0.06151117,0.02153063,0.1118144,-0.08736026,0.01514506,0.1084539,-0.01552303,-0.009246111,0.03857118,-0.03317168,-0.003375053,0.0807569,-0.05332945,-0.003278613,0.1043417,-0.07347383,-0.006264806,0.1018769,0,0,0,305.2633,207.3008,43.58582,14.21525,203.0696,46.44584,52.5412,199.8087,6.954769,42.58702,209.0899,0.2376876,51.57021,198.0206,351.899,309.6568,210.6319,353.283,306.9002,212.5098,310.0975,308.2523,217.4903,290.304,301.4737,213.3135,14.89934,300.0011,213.6522,324.2481,294.7464,225.4285,287.2055,293.7798,218.7683,11.02258,288.7582,218.7567,312.2763,284.8087,221.8347,270.8,277.6955,175.5309,71.92165,282.8213,228.6966,0.8030434,278.4993,273.084,260.0484,274.1733,304.6428,196.8178,
131,-0.01434638,0.007736206,0.01984152,-0.02348463,0.0227735,0.03773978,-0.0449452,0.03117871,0.06112775,-0.06629655,0.02399659,0.08676586,-0.02314249,0.005443215,0.09723362,-0.05342416,0.001711011,0.1203916,-0.07675163,0.003851891,0.1130631,-0.01998822,-0.01651561,0.09310362,-0.04718859,-0.02626884,0.1254228,-0.07366043,-0.02745271,0.1339066,-0.02409504,-0.0336349,0.08164796,-0.04770656,-0.04783261,0.1097901,-0.07090845,-0.05213237,0.1225741,-0.01732177,-0.02820325,0.02680901,-0.03051874,-0.04808116,0.06625888,-0.05103858,-0.06225109,0.08471796,-0.06934716,-0.06729352,0.09247413,0,0,0,282.7417,19.67267,240.2488,326.6273,213.4213,45.84243,358.6413,227.1009,14.83536,349.163,232.5742,347.6277,355.2574,224.5344,325.8704,279.4243,1.261788,216.5168,282.2356,6.373661,155.6958,282.6262,352.0331,140.024,289.8064,10.04172,221.6012,291.1695,11.4562,186.7664,297.4474,12.59918,172.3472,301.4133,10.74331,223.7617,304.9573,15.42936,196.2376,305.8777,21.49005,175.41,310.8394,37.93685,221.2533,316.6894,13.02864,218.8778,324.0633,12.3668,197.674,322.6822,19.1676,188.6491,
132,-0.01618172,0.01780283,0.008975923,-0.02647389,0.04037666,0.01277936,-0.05484016,0.0564543,0.01666087,-0.08387239,0.07044542,0.02789253,-0.03479849,0.06241262,0.07009512,-0.06516115,0.07663834,0.08861363,-0.08918326,0.08086836,0.09135365,-0.03262913,0.04247868,0.08044547,-0.05736703,0.05750954,0.1127198,-0.08171361,0.06467068,0.1241257,-0.03639819,0.02182603,0.08109915,-0.05514763,0.03038538,0.1146588,-0.07576239,0.03659725,0.1306804,-0.02241628,-0.006734848,0.0355857,-0.04178515,0.0008826256,0.07672453,-0.05652289,-0.0007218122,0.1039791,-0.07060038,-0.002107978,0.1188349,0,0,0,295.1906,164.6396,85.49105,359.523,199.2983,64.08231,35.19533,211.1239,36.81002,23.34311,212.3343,26.51941,35.121,210.0971,28.80552,301.8573,171.3114,44.72075,299.2513,168.3046,20.65109,296.6883,173.1558,7.85636,291.568,163.2854,70.58577,290.6669,160.1811,46.82539,287.1329,146.1068,52.50228,282.634,144.1864,96.46296,283.3982,125.0954,92.68353,286.7606,120.1769,83.69045,292.5677,88.55192,154.508,280.1675,44.81694,197.0334,286.7982,33.57516,193.5226,286.491,53.29525,170.6681,
